,Date,Open,High,Low,Close,Adj Close,Volume
26,2020-11-06,99.88999938964844,99.94000244140625,99.88999938964844,99.90480041503906,95.61103820800781,1001
27,2020-11-09,99.70999908447266,99.74629974365234,99.70099639892578,99.74629974365234,95.45935821533203,4126
28,2020-11-10,99.68900299072266,99.68900299072266,99.63999938964844,99.63999938964844,95.35762786865234,100
29,2020-11-11,99.66899871826172,99.66999816894531,99.6552963256836,99.6552963256836,95.37227630615234,1004
30,2020-11-12,99.78900146484375,99.79000091552734,99.77410125732422,99.77410125732422,95.4859619140625,4256
31,2020-11-13,99.77059936523438,99.77059936523438,99.77059936523438,99.77059936523438,95.48262023925781,1
32,2020-11-16,99.79900360107422,99.80000305175781,99.7699966430664,99.7699966430664,95.48202514648438,876
33,2020-11-17,99.8499984741211,99.8499984741211,99.8499984741211,99.8499984741211,95.55858612060547,1
34,2020-11-18,99.8499984741211,99.8499984741211,99.8499984741211,99.8499984741211,95.55858612060547,1
35,2020-11-19,99.88999938964844,99.88999938964844,99.88999938964844,99.88999938964844,95.59689331054688,1
36,2020-11-20,99.91000366210938,99.94000244140625,99.91000366210938,99.91500091552734,95.62081146240234,4981
37,2020-11-23,99.89900207519531,99.9000015258789,99.88500213623047,99.88500213623047,95.59210205078125,553
38,2020-11-24,99.88500213623047,99.88500213623047,99.88500213623047,99.88500213623047,95.59210205078125,1
39,2020-11-25,99.95999908447266,99.95999908447266,99.91000366210938,99.91000366210938,95.61602020263672,701
40,2020-11-27,99.98999786376953,99.98999786376953,99.98999786376953,99.98999786376953,95.69258117675781,1
41,2020-11-30,100.06999969482422,100.06999969482422,100.04499816894531,100.04499816894531,95.7452163696289,2066
42,2020-12-01,99.87999725341797,99.91899871826172,99.87999725341797,99.90059661865234,95.60702514648438,1100
43,2020-12-02,99.875,99.875,99.875,99.875,95.58252716064453,1
44,2020-12-03,99.9749984741211,99.9749984741211,99.9749984741211,99.9749984741211,95.67822265625,1
45,2020-12-04,99.86080169677734,99.86080169677734,99.86080169677734,99.86080169677734,95.56893920898438,1
46,2020-12-07,99.9800033569336,99.9800033569336,99.95500183105469,99.95500183105469,95.6590805053711,1800
47,2020-12-08,100.00900268554688,100.00900268554688,99.97000122070312,99.97000122070312,95.67344665527344,1303
48,2020-12-09,99.86000061035156,99.86000061035156,99.84500122070312,99.8550033569336,95.56339263916016,1650
49,2020-12-10,99.91000366210938,99.94999694824219,99.9031982421875,99.93000030517578,95.6351547241211,3907
50,2020-12-11,100.01609802246094,100.01609802246094,100.01609802246094,100.01609802246094,95.71756744384766,33
51,2020-12-14,100.01899719238281,100.0199966430664,99.99500274658203,99.99500274658203,95.69737243652344,425
52,2020-12-15,100.01000213623047,100.01000213623047,100.00499725341797,100.00499725341797,95.7069320678711,1351
53,2020-12-16,100.00499725341797,100.00499725341797,100.00499725341797,100.00499725341797,95.7069320678711,39
54,2020-12-17,100.08999633789062,100.08999633789062,99.99500274658203,99.99500274658203,95.69737243652344,1218
55,2020-12-18,100.0000991821289,100.0000991821289,99.98500061035156,99.98500061035156,95.68780517578125,1000
56,2020-12-21,99.98899841308594,99.98999786376953,99.96009826660156,99.96009826660156,95.66397094726562,2345
57,2020-12-22,100.02999877929688,100.02999877929688,100.02999877929688,100.02999877929688,95.73086547851562,10
58,2020-12-23,99.98999786376953,100.0,99.98999786376953,99.99009704589844,95.69267272949219,1414
59,2020-12-24,100.02670288085938,100.02670288085938,100.02670288085938,100.02670288085938,95.72771453857422,2
60,2020-12-28,100.06300354003906,100.06300354003906,100.06300354003906,100.06300354003906,95.76244354248047,2
61,2020-12-29,100.06500244140625,100.06500244140625,100.06500244140625,100.06500244140625,95.76435852050781,2
62,2020-12-30,100.10459899902344,100.10459899902344,100.10459899902344,100.10459899902344,95.80225372314453,2
63,2020-12-31,100.16000366210938,100.16000366210938,100.15499877929688,100.15499877929688,95.85050201416016,102
64,2021-01-04,100.1229019165039,100.1229019165039,100.1229019165039,100.1229019165039,95.81977081298828,2
65,2021-01-05,100.05999755859375,100.07990264892578,100.05000305175781,100.05000305175781,95.75001525878906,751
66,2021-01-06,99.85900115966797,99.87460327148438,99.85900115966797,99.87460327148438,95.58214569091797,109
67,2021-01-07,99.83000183105469,99.83000183105469,99.78500366210938,99.8136978149414,95.52384948730469,2099
68,2021-01-08,99.7249984741211,99.7249984741211,99.7249984741211,99.7249984741211,95.43897247314453,3
69,2021-01-11,99.66500091552734,99.66500091552734,99.66500091552734,99.66500091552734,95.38154602050781,1
70,2021-01-12,99.66470336914062,99.66470336914062,99.66470336914062,99.66470336914062,95.38126373291016,1
71,2021-01-13,99.75689697265625,99.75689697265625,99.75689697265625,99.75689697265625,95.4695053100586,66
72,2021-01-14,99.81999969482422,99.81999969482422,99.72699737548828,99.72699737548828,95.44087982177734,333
73,2021-01-15,99.80770111083984,99.80770111083984,99.80770111083984,99.80770111083984,95.51811218261719,1
74,2021-01-19,99.83499908447266,99.83499908447266,99.83499908447266,99.83499908447266,95.54425048828125,2
75,2021-01-20,99.83570098876953,99.83570098876953,99.83570098876953,99.83570098876953,95.544921875,3
76,2021-01-21,99.79499816894531,99.79499816894531,99.79499816894531,99.79499816894531,95.50595092773438,193
77,2021-01-22,99.83489990234375,99.83489990234375,99.83489990234375,99.83489990234375,95.54415130615234,66
78,2021-01-25,99.91719818115234,99.91719818115234,99.91719818115234,99.91719818115234,95.62290954589844,66
79,2021-01-26,99.94999694824219,99.94999694824219,99.88999938964844,99.91500091552734,95.62081146240234,841
80,2021-01-27,99.89630126953125,99.89630126953125,99.89630126953125,99.89630126953125,95.60289764404297,1
81,2021-01-28,99.85489654541016,99.85489654541016,99.85489654541016,99.85489654541016,95.56329345703125,1
82,2021-01-29,99.8489990234375,99.84929656982422,99.8489990234375,99.84929656982422,95.55792236328125,1503
83,2021-02-01,99.87999725341797,99.87999725341797,99.87100219726562,99.87100219726562,95.57868957519531,702
84,2021-02-02,99.80960083007812,99.80960083007812,99.80960083007812,99.80960083007812,95.51994323730469,2
85,2021-02-03,99.78900146484375,99.80000305175781,99.76499938964844,99.76499938964844,95.47724151611328,800
86,2021-02-04,99.78500366210938,99.78500366210938,99.78500366210938,99.78500366210938,95.49639892578125,2
87,2021-02-05,99.7615966796875,99.7615966796875,99.7615966796875,99.7615966796875,95.4739990234375,1502
88,2021-02-08,99.80999755859375,99.80999755859375,99.75240325927734,99.75240325927734,95.46519470214844,3318
89,2021-02-09,99.83000183105469,99.83999633789062,99.7699966430664,99.78500366210938,95.49639892578125,6819
90,2021-02-10,99.8499984741211,99.87139892578125,99.8499984741211,99.87139892578125,95.5790786743164,351
91,2021-02-11,99.8550033569336,99.86509704589844,99.8550033569336,99.86509704589844,95.57305145263672,531
92,2021-02-12,99.81900024414062,99.81900024414062,99.78459930419922,99.78459930419922,95.49600219726562,1878
93,2021-02-16,99.58899688720703,99.5999984741211,99.52909851074219,99.52909851074219,95.25148010253906,4815
94,2021-02-17,99.55999755859375,99.58000183105469,99.55999755859375,99.56500244140625,95.28585815429688,1864
95,2021-02-18,99.58499908447266,99.58499908447266,99.58499908447266,99.58499908447266,95.30499267578125,9
96,2021-02-19,99.45500183105469,99.45500183105469,99.45500183105469,99.45500183105469,95.18057250976562,598
97,2021-02-22,99.3550033569336,99.3550033569336,99.3550033569336,99.3550033569336,95.08487701416016,1578
98,2021-02-23,99.41799926757812,99.4198989868164,99.3988037109375,99.3988037109375,95.12680053710938,401
99,2021-02-24,99.3644027709961,99.3644027709961,99.3644027709961,99.3644027709961,95.0938720703125,12
100,2021-02-25,98.91010284423828,98.91010284423828,98.7531967163086,98.7531967163086,94.50891876220703,304
101,2021-02-26,98.98310089111328,98.98310089111328,98.98310089111328,98.98310089111328,94.72895050048828,70
102,2021-03-01,99.05719757080078,99.10759735107422,99.05719757080078,99.10759735107422,94.84809875488281,407
103,2021-03-02,99.19000244140625,99.19000244140625,99.16000366210938,99.18000030517578,94.9173812866211,965
104,2021-03-03,98.98999786376953,99.01180267333984,98.98999786376953,99.01180267333984,94.75643157958984,510
105,2021-03-04,98.84500122070312,98.84500122070312,98.84500122070312,98.84500122070312,94.59679412841797,2
106,2021-03-05,98.75,98.76000213623047,98.75,98.76000213623047,94.51545715332031,100
107,2021-03-08,98.58000183105469,98.58000183105469,98.53050231933594,98.53050231933594,94.29582214355469,101
108,2021-03-09,98.64199829101562,98.64199829101562,98.625,98.625,94.38623809814453,917
109,2021-03-10,98.73919677734375,98.73919677734375,98.73919677734375,98.73919677734375,94.49553680419922,1
110,2021-03-11,98.8416976928711,98.8416976928711,98.8416976928711,98.8416976928711,94.5936279296875,1
111,2021-03-12,98.58000183105469,98.5999984741211,98.58000183105469,98.59259796142578,94.35523986816406,4201
112,2021-03-15,98.61830139160156,98.61830139160156,98.61830139160156,98.61830139160156,94.37984466552734,1
113,2021-03-16,98.62940216064453,98.62940216064453,98.62940216064453,98.62940216064453,94.39046478271484,600
114,2021-03-17,98.54000091552734,98.70149993896484,98.54000091552734,98.70149993896484,94.45946502685547,200
115,2021-03-18,98.51000213623047,98.5167007446289,98.48979949951172,98.48979949951172,94.2568588256836,2009
116,2021-03-19,98.47730255126953,98.47730255126953,98.47730255126953,98.47730255126953,94.24490356445312,1
117,2021-03-22,98.54499816894531,98.56500244140625,98.54499816894531,98.56500244140625,94.32884216308594,108
118,2021-03-23,98.63999938964844,98.68769836425781,98.63999938964844,98.68769836425781,94.44624328613281,101
119,2021-03-24,98.72579956054688,98.72579956054688,98.72579956054688,98.72579956054688,94.48271179199219,1
120,2021-03-25,98.73179626464844,98.73179626464844,98.73179626464844,98.73179626464844,94.48844909667969,10
121,2021-03-26,98.65899658203125,98.66000366210938,98.63500213623047,98.63500213623047,94.39582824707031,678
122,2021-03-29,98.5365982055664,98.5365982055664,98.5365982055664,98.5365982055664,94.31810760498047,1
123,2021-03-30,98.51280212402344,98.51280212402344,98.51280212402344,98.51280212402344,94.29532623291016,1
124,2021-03-31,98.4800033569336,98.51460266113281,98.4800033569336,98.51460266113281,94.29704284667969,504
125,2021-04-01,98.5999984741211,98.6449966430664,98.58999633789062,98.6449966430664,94.42185974121094,1604
126,2021-04-05,98.4990005493164,98.52320098876953,98.4990005493164,98.52320098876953,94.3052749633789,400
127,2021-04-06,98.63999938964844,98.71089935302734,98.63999938964844,98.71089935302734,94.48494720458984,2001
128,2021-04-07,98.72000122070312,98.7300033569336,98.72000122070312,98.72160339355469,94.49517822265625,1000
129,2021-04-08,98.81500244140625,98.81500244140625,98.81500244140625,98.81500244140625,94.5845947265625,1
130,2021-04-09,98.75569915771484,98.75569915771484,98.75569915771484,98.75569915771484,94.52782440185547,1
131,2021-04-12,98.70919799804688,98.70919799804688,98.70919799804688,98.70919799804688,94.48331451416016,1
132,2021-04-13,98.7300033569336,98.8228988647461,98.7300033569336,98.8228988647461,94.59215545654297,1000
133,2021-04-14,98.80500030517578,98.81089782714844,98.77999877929688,98.81089782714844,94.5806655883789,2271
134,2021-04-15,99.0199966430664,99.05000305175781,99.00830078125,99.00830078125,94.76961517333984,7728
135,2021-04-16,100.88999938964844,100.88999938964844,98.7699966430664,99.24469757080078,94.9958724975586,4517
136,2021-04-19,99.12000274658203,99.12999725341797,98.98500061035156,99.1011962890625,94.8585205078125,4561
137,2021-04-20,98.79000091552734,99.30000305175781,98.79000091552734,99.04409790039062,94.80387115478516,3736
138,2021-04-21,99.01000213623047,99.01000213623047,98.9000015258789,98.97049713134766,94.73342895507812,997
139,2021-04-22,98.92500305175781,99.04000091552734,98.86000061035156,99.0009994506836,94.76261901855469,1599
140,2021-04-23,99.01000213623047,99.01000213623047,98.88009643554688,98.9800033569336,94.74252319335938,1888
141,2021-04-26,99.0,99.0,98.908203125,98.97000122070312,94.73295593261719,2503
142,2021-04-27,98.94999694824219,98.94999694824219,98.81999969482422,98.83260345458984,94.6014404296875,1317
143,2021-04-28,98.87999725341797,98.88639831542969,98.76000213623047,98.88639831542969,94.65292358398438,1002
144,2021-04-29,98.80999755859375,98.9000015258789,98.80000305175781,98.8550033569336,94.62287139892578,2466
145,2021-04-30,98.91999816894531,98.93000030517578,98.87999725341797,98.88929748535156,94.65570068359375,1922
146,2021-05-03,98.91000366210938,98.94499969482422,98.91000366210938,98.9446029663086,94.70863342285156,2307
147,2021-05-04,98.95999908447266,99.05000305175781,98.95999908447266,98.98500061035156,94.74729919433594,2847
148,2021-05-05,99.0,99.05999755859375,98.99400329589844,99.05999755859375,94.819091796875,2950
149,2021-05-06,99.0999984741211,99.10099792480469,99.03099822998047,99.07499694824219,94.83345031738281,4313
150,2021-05-07,99.1500015258789,99.21499633789062,99.14749908447266,99.14749908447266,94.90283966064453,1834
151,2021-05-10,99.19999694824219,99.19999694824219,99.06999969482422,99.11000061035156,94.86695098876953,2968
152,2021-05-11,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
153,2021-05-12,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
154,2021-05-13,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
155,2021-05-14,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
156,2021-05-17,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
157,2021-05-18,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
158,2021-05-19,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
159,2021-05-20,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
160,2021-05-21,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
161,2021-05-24,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
162,2021-05-25,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
163,2021-05-26,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
164,2021-05-27,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
165,2021-05-28,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
166,2021-06-01,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
167,2021-06-02,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
168,2021-06-03,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
169,2021-06-04,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
170,2021-06-07,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
171,2021-06-08,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
172,2021-06-09,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
173,2021-06-10,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
174,2021-06-11,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
175,2021-06-14,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
176,2021-06-15,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
177,2021-06-16,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
178,2021-06-17,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
179,2021-06-18,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
180,2021-06-21,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
181,2021-06-22,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
182,2021-06-23,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
183,2021-06-24,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
184,2021-06-25,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.86695098876953,0
185,2021-06-28,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.89510345458984,0
186,2021-06-29,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.89510345458984,0
187,2021-06-30,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.89510345458984,0
188,2021-07-01,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.89510345458984,0
189,2021-07-02,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.89510345458984,0
190,2021-07-06,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.89510345458984,0
191,2021-07-07,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.89510345458984,0
192,2021-07-08,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.89510345458984,0
193,2021-07-09,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.89510345458984,0
194,2021-07-12,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.89510345458984,0
195,2021-07-13,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.89510345458984,0
196,2021-07-14,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.89510345458984,0
197,2021-07-15,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.89510345458984,0
198,2021-07-16,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,94.89510345458984,0
199,2021-07-19,99.66000366210938,99.66500091552734,99.58499908447266,99.65029907226562,95.41242980957031,20415
200,2021-07-20,99.7073974609375,99.7073974609375,99.7073974609375,99.7073974609375,95.46709442138672,37
201,2021-07-21,99.55500030517578,99.55500030517578,99.54830169677734,99.54830169677734,95.31478118896484,158
202,2021-07-22,99.63999938964844,99.64520263671875,99.63819885253906,99.63819885253906,95.40084838867188,203
203,2021-07-23,99.62010192871094,99.69000244140625,99.62010192871094,99.64099884033203,95.40351867675781,14144
204,2021-07-26,99.67500305175781,99.67500305175781,99.63899993896484,99.65249633789062,95.41453552246094,1736
205,2021-07-27,99.71540069580078,99.71540069580078,99.71540069580078,99.71540069580078,95.4747543334961,14
206,2021-07-28,99.69499969482422,99.75499725341797,99.69499969482422,99.75499725341797,95.5126724243164,163
207,2021-07-29,99.68099975585938,99.70369720458984,99.68000030517578,99.70369720458984,95.46356201171875,509
208,2021-07-30,99.69999694824219,99.77670288085938,99.69999694824219,99.77670288085938,95.533447265625,213
209,2021-08-02,99.9010009765625,99.9010009765625,99.9010009765625,99.9010009765625,95.65247344970703,254
210,2021-08-03,99.90470123291016,99.90470123291016,99.90470123291016,99.90470123291016,95.656005859375,5
211,2021-08-04,99.84660339355469,99.84660339355469,99.84660339355469,99.84660339355469,95.60039520263672,55
212,2021-08-05,99.73500061035156,99.73500061035156,99.73500061035156,99.73500061035156,95.4935302734375,73
213,2021-08-06,99.55850219726562,99.55850219726562,99.55850219726562,99.55850219726562,95.32454681396484,4
214,2021-08-09,99.47740173339844,99.47740173339844,99.47740173339844,99.47740173339844,95.24689483642578,4
215,2021-08-10,99.3948974609375,99.3948974609375,99.38929748535156,99.38929748535156,95.16252899169922,118
216,2021-08-11,99.44999694824219,99.46929931640625,99.38999938964844,99.46929931640625,95.23912811279297,530
217,2021-08-12,99.4489974975586,99.4489974975586,99.44499969482422,99.44499969482422,95.21585845947266,243
218,2021-08-13,99.5824966430664,99.5824966430664,99.5824966430664,99.5824966430664,95.3475112915039,4
219,2021-08-16,99.63999938964844,99.64959716796875,99.63999938964844,99.64959716796875,95.4117660522461,120
220,2021-08-17,99.18000030517578,99.5999984741211,99.18000030517578,99.5999984741211,95.36427307128906,326
221,2021-08-18,99.57499694824219,99.57499694824219,99.55000305175781,99.55000305175781,95.31640625,425
222,2021-08-19,99.6050033569336,99.6050033569336,99.6050033569336,99.6050033569336,95.36905670166016,136
223,2021-08-20,99.5696029663086,99.5696029663086,99.5696029663086,99.5696029663086,95.33516693115234,4
224,2021-08-23,99.59320068359375,99.59320068359375,99.59320068359375,99.59320068359375,95.35777282714844,138
225,2021-08-24,99.54100036621094,99.58000183105469,99.53500366210938,99.53500366210938,95.30205535888672,910
226,2021-08-25,99.44499969482422,99.44499969482422,99.44499969482422,99.44499969482422,95.21585845947266,94
227,2021-08-26,99.44000244140625,99.45850372314453,99.44000244140625,99.45850372314453,95.22879791259766,2006
228,2021-08-27,99.5864028930664,99.5864028930664,99.5864028930664,99.5864028930664,95.35125732421875,2
229,2021-08-30,99.68499755859375,99.68499755859375,99.68499755859375,99.68499755859375,95.4456558227539,74
230,2021-08-31,99.6500015258789,99.69499969482422,99.63999938964844,99.69499969482422,95.45523071289062,126287
231,2021-09-01,99.71900177001953,99.71900177001953,99.68000030517578,99.68000030517578,95.44086456298828,103
232,2021-09-02,99.76000213623047,99.76000213623047,99.72000122070312,99.72019958496094,95.47936248779297,572
233,2021-09-03,99.72000122070312,99.75,99.69000244140625,99.69000244140625,95.45043182373047,1509
234,2021-09-07,99.57599639892578,99.57599639892578,99.55509948730469,99.55509948730469,95.3212890625,862
235,2021-09-08,99.61000061035156,99.61000061035156,99.61000061035156,99.61000061035156,95.37384796142578,200
236,2021-09-09,99.7249984741211,99.7249984741211,99.7249984741211,99.7249984741211,95.48396301269531,24
237,2021-09-10,99.63500213623047,99.63500213623047,99.63500213623047,99.63500213623047,95.39776611328125,13
238,2021-09-13,99.56439971923828,99.61499786376953,99.56439971923828,99.61499786376953,95.37863159179688,209
239,2021-09-14,99.73500061035156,99.73500061035156,99.69000244140625,99.73500061035156,95.4935302734375,1008
240,2021-09-15,99.70989990234375,99.70989990234375,99.66000366210938,99.66000366210938,95.42170715332031,102
241,2021-09-16,99.53009796142578,99.58000183105469,99.52999877929688,99.58000183105469,95.34512329101562,877
242,2021-09-17,99.38999938964844,99.46499633789062,99.38999938964844,99.46499633789062,95.2350082397461,502
243,2021-09-20,99.41010284423828,99.625,99.41010284423828,99.625,95.38821411132812,110
244,2021-09-21,99.58779907226562,99.58999633789062,99.58779907226562,99.58999633789062,95.35468292236328,464
245,2021-09-22,99.55000305175781,99.55000305175781,99.55000305175781,99.55000305175781,95.31640625,122
246,2021-09-23,99.39990234375,99.39990234375,99.26000213623047,99.2947006225586,95.07196044921875,2339
247,2021-09-24,99.19999694824219,99.19999694824219,99.19000244140625,99.19000244140625,94.97169494628906,171
248,2021-09-27,99.18000030517578,99.18000030517578,99.18000030517578,99.18000030517578,94.96212768554688,52
249,2021-09-28,98.96499633789062,98.96499633789062,98.96499633789062,98.96499633789062,94.87340545654297,12
250,2021-09-29,98.98490142822266,98.98490142822266,98.98490142822266,98.98490142822266,94.89249420166016,33
251,2021-09-30,99.0199966430664,99.0199966430664,99.0199966430664,99.0199966430664,94.92613983154297,76
252,2021-10-01,99.18000030517578,99.18000030517578,99.18000030517578,99.18000030517578,95.07953643798828,18
253,2021-10-04,99.1500015258789,99.1500015258789,99.1500015258789,99.1500015258789,95.05076599121094,6
254,2021-10-05,99.06500244140625,99.06500244140625,99.06500244140625,99.06500244140625,94.96928405761719,16
255,2021-10-06,99.05999755859375,99.05999755859375,99.05999755859375,99.05999755859375,94.96448516845703,5
256,2021-10-07,98.90969848632812,98.91500091552734,98.90969848632812,98.91500091552734,94.82548522949219,252
257,2021-10-08,98.86000061035156,98.86000061035156,98.86000061035156,98.86000061035156,94.77276611328125,6
258,2021-10-11,98.76499938964844,98.76499938964844,98.72440338134766,98.72440338134766,94.64276123046875,125
259,2021-10-12,98.82499694824219,98.82499694824219,98.82499694824219,98.82499694824219,94.73920440673828,26
260,2021-10-13,98.83699798583984,98.83699798583984,98.83699798583984,98.83699798583984,94.7507095336914,51
261,2021-10-14,98.94000244140625,98.94000244140625,98.94000244140625,98.94000244140625,94.84945678710938,6
262,2021-10-15,98.7750015258789,98.7750015258789,98.7750015258789,98.7750015258789,94.6912841796875,4
263,2021-10-18,98.66999816894531,98.66999816894531,98.66999816894531,98.66999816894531,94.59062957763672,2
264,2021-10-19,98.58000183105469,98.59500122070312,98.58000183105469,98.59500122070312,94.51873016357422,254
265,2021-10-20,98.56999969482422,98.69000244140625,98.56999969482422,98.67449951171875,94.59493255615234,845
266,2021-10-21,98.4749984741211,98.4749984741211,98.4749984741211,98.4749984741211,94.4036865234375,100
267,2021-10-22,98.4000015258789,98.51180267333984,98.4000015258789,98.51180267333984,94.43896484375,205
268,2021-10-25,98.56999969482422,98.56999969482422,98.56999969482422,98.56999969482422,94.4947509765625,48
269,2021-10-26,98.62999725341797,98.62999725341797,98.62999725341797,98.62999725341797,94.55225372314453,50716
270,2021-10-27,98.7699966430664,98.7699966430664,98.7699966430664,98.7699966430664,94.68647766113281,8
271,2021-10-28,98.63999938964844,98.6500015258789,98.63999938964844,98.6500015258789,94.57144165039062,307
272,2021-10-29,98.68060302734375,98.68060302734375,98.68060302734375,98.68060302734375,94.60077667236328,7
273,2021-11-01,98.66999816894531,98.68000030517578,98.52999877929688,98.61720275878906,94.53998565673828,1840
274,2021-11-02,98.75,98.75,98.75,98.75,94.66730499267578,157
